Serial No.,Date,Time,Device Name,battery,raw_data,water_flow_in_cubic_meter,water_flow_in_litre
1,31/12/2024,23:51:42,SOC Outlet-02,100,3588.9,3588.9,3.5889e+06
2,31/12/2024,23:48:27,SOC Outlet-02,100,3588.9,3588.9,3.5889e+06
3,31/12/2024,17:51:42,SOC Outlet-02,100,3587.7,3587.7,3.5877e+06
4,31/12/2024,11:51:42,SOC Outlet-02,100,3585,3585,3.585e+06
5,31/12/2024,05:51:42,SOC Outlet-02,100,3583.4,3583.4,3.5834e+06
6,30/12/2024,23:51:41,SOC Outlet-02,100,3583.4,3583.4,3.5834e+06
7,30/12/2024,23:48:26,SOC Outlet-02,100,3583.4,3583.4,3.5834e+06
8,30/12/2024,17:51:40,SOC Outlet-02,100,3583.4,3583.4,3.5834e+06
9,30/12/2024,11:51:41,SOC Outlet-02,100,3580.4,3580.4,3.5804e+06
10,30/12/2024,05:51:42,SOC Outlet-02,100,3578.7,3578.7,3.5787e+06
11,29/12/2024,23:51:40,SOC Outlet-02,100,3578.7,3578.7,3.5787e+06
12,29/12/2024,23:48:25,SOC Outlet-02,100,3578.7,3578.7,3.5787e+06
13,29/12/2024,17:51:40,SOC Outlet-02,100,3578.7,3578.7,3.5787e+06
14,29/12/2024,11:51:40,SOC Outlet-02,100,3578.2,3578.2,3.5782e+06
15,29/12/2024,05:51:40,SOC Outlet-02,100,3577.9,3577.9,3.5779e+06
16,28/12/2024,23:51:38,SOC Outlet-02,100,3577.9,3577.9,3.5779e+06
17,28/12/2024,23:48:23,SOC Outlet-02,100,3577.9,3577.9,3.5779e+06
18,28/12/2024,17:51:39,SOC Outlet-02,100,3577.9,3577.9,3.5779e+06
19,28/12/2024,11:51:38,SOC Outlet-02,100,3576.1,3576.1,3.5761e+06
20,28/12/2024,05:51:39,SOC Outlet-02,100,3574.5,3574.5,3.5745e+06
21,27/12/2024,23:51:38,SOC Outlet-02,100,3573.5,3573.5,3.5735e+06
22,27/12/2024,23:48:23,SOC Outlet-02,100,3573.4,3573.4,3.5734e+06
23,27/12/2024,17:51:38,SOC Outlet-02,100,3572.4,3572.4,3.5724e+06
24,27/12/2024,11:51:38,SOC Outlet-02,100,3569.3,3569.3,3.5693e+06
25,27/12/2024,05:51:38,SOC Outlet-02,100,3565.7,3565.7,3.5657e+06
26,26/12/2024,23:51:37,SOC Outlet-02,100,3563.3,3563.3,3.5633e+06
27,26/12/2024,23:48:21,SOC Outlet-02,100,3563.3,3563.3,3.5633e+06
28,26/12/2024,17:51:35,SOC Outlet-02,100,3561,3561,3.561e+06
29,26/12/2024,11:51:37,SOC Outlet-02,100,3556.7,3556.7,3.5567e+06
30,26/12/2024,05:51:37,SOC Outlet-02,100,3553.1,3553.1,3.5531e+06
31,25/12/2024,23:51:37,SOC Outlet-02,100,3550.6,3550.6,3.5506e+06
32,25/12/2024,23:48:21,SOC Outlet-02,100,3550.6,3550.6,3.5506e+06
33,25/12/2024,17:51:36,SOC Outlet-02,100,3548.1,3548.1,3.5481e+06
34,25/12/2024,11:51:36,SOC Outlet-02,100,3544.2,3544.2,3.5442e+06
35,25/12/2024,05:51:36,SOC Outlet-02,100,3541.9,3541.9,3.5419e+06
36,24/12/2024,23:51:36,SOC Outlet-02,100,3541.9,3541.9,3.5419e+06
37,24/12/2024,23:48:20,SOC Outlet-02,100,3541.9,3541.9,3.5419e+06
38,24/12/2024,17:51:35,SOC Outlet-02,100,3541.8,3541.8,3.5418e+06
39,24/12/2024,11:51:35,SOC Outlet-02,100,3539.6,3539.6,3.5396e+06
40,24/12/2024,05:51:34,SOC Outlet-02,100,3538.2,3538.2,3.5382e+06
41,23/12/2024,23:51:33,SOC Outlet-02,100,3538.2,3538.2,3.5382e+06
42,23/12/2024,23:48:17,SOC Outlet-02,100,3538.2,3538.2,3.5382e+06
43,23/12/2024,17:51:32,SOC Outlet-02,100,3537.9,3537.9,3.5379e+06
